ISO Code;Country name;Year;Number of deaths from drought;Number of deaths from earthquakes;Number of deaths from volcanic activity;Number of deaths from floods;Number of deaths from storms;Number of deaths from landslides;Number of deaths from wildfires;Number of deaths from extreme temperatures
ECU;Ecuador;2000;0;0;0,5;18,3;0;4,4;0;0
ECU;Ecuador;2010;0;67,6;0;7,8;0;3,3;0,5;0
ECU;Ecuador;2020;0;0,33333334;0;27,333334;0;0;0;0
EGY;Egypt;1950;0;2;0;0;0;0;0;0
EGY;Egypt;1960;0;0,2;0;0;0;0;0;0
EGY;Egypt;1970;0;0;0;6,5;0,3;0;0;0
EGY;Egypt;1980;0;0;0;0;3;0;0;0
EGY;Egypt;1990;0;56,2;0;62,4;1,8;0;0;5,4
EGY;Egypt;2000;0;0;0;1,8;1,3;0;0;0,3
EGY;Egypt;2010;0;0;0;2,7;8,8;0;0;11
EGY;Egypt;2020;0;0;0;14,333333;0;0;0;0
SLV;El Salvador;1950;0;110;0;0;0;0;0;0
SLV;El Salvador;1960;0;12,5;0;0;0,2;0;0;0
SLV;El Salvador;1970;0;0;0;0;0;0;0;0
SLV;El Salvador;1980;0;112;0;54,3;0;2,2;0;0
SLV;El Salvador;1990;0;0;0;1,7;49,1;2,2;0;0
SLV;El Salvador;2000;0;116;0,2;8,3;34,5;0;0;0,1
SLV;El Salvador;2010;0;0,1;0;4;3,9;0;0;0
SLV;El Salvador;2020;0;0;0;1,6666666;14,666667;14;0;0
ERI;Eritrea;1950;0;0;0;0;0;0;0;0
ERI;Eritrea;1960;0;0;0;0;0;0;0;0
ERI;Eritrea;1970;0;0;0;0;0;0;0;0
ERI;Eritrea;1980;0;0;0;0;0;0;0;0
ERI;Eritrea;1990;0;0;0;0;0,3;0;0;0
ERI;Eritrea;2000;0;0;0;0;0;0;0;0
ERI;Eritrea;2010;0;0;0;0;0;0;0;0
ERI;Eritrea;2020;0;0;0;0;0;0;0;0
EST;Estonia;1950;0;0;0;0;0;0;0;0
EST;Estonia;1960;0;0;0;0;0;0;0;0
EST;Estonia;1970;0;0;0;0;0;0;0;0
EST;Estonia;1980;0;0;0;0;0;0;0;0
EST;Estonia;1990;0;0;0;0;0;0;0;0
EST;Estonia;2000;0;0;0;0;0;0;0;0,3
EST;Estonia;2010;0;0;0;0;0;0;0;0,8
EST;Estonia;2020;0;0;0;0;0;0;0;0
SWZ;Eswatini;1950;0;0;0;0;0;0;0;0
SWZ;Eswatini;1960;0;0;0;0;0;0;0;0
SWZ;Eswatini;1970;0;0;0;0;0;0;0;0
SWZ;Eswatini;1980;50;0;0;0;5,3;0;0;0
SWZ;Eswatini;1990;0;0;0;0;0;0;0;0
SWZ;Eswatini;2000;0;0;0;0;0,1;0;0,2;0
SWZ;Eswatini;2010;0;0;0;1,1;0;0;0;0
SWZ;Eswatini;2020;0;0;0;0;0;0;0;0
ETH;Ethiopia;1950;0;0;0;0;0;0;0;0
ETH;Ethiopia;1960;200;5,4;0;0,1;0;0;0;0
ETH;Ethiopia;1970;10000;0;6,4;1,6;0;0;0;0
ETH;Ethiopia;1980;30036,7;0;0;5,4;0;0;0;0
ETH;Ethiopia;1990;0;0;0;44,7;0;2,2;0;0
ETH;Ethiopia;2000;0;0;0,5;143,9;0;0,4;0;0
ETH;Ethiopia;2010;0;0;0;14,7;0;6,7;0;0
ETH;Ethiopia;2020;0;0;0;9,333333;0;7,3333335;0;0
FJI;Fiji;1950;0;0;0;0;2,3;0;0;0
FJI;Fiji;1960;0;0;0;0,1;0,2;0;0;0
FJI;Fiji;1970;0;0;0;0;11,5;0;0;0
FJI;Fiji;1980;0;0;0;2,9;6,1;0;0;0
FJI;Fiji;1990;0;0;0;0;5,9;0;0;0
FJI;Fiji;2000;0;0;0;2,6;4,4;0;0;0
FJI;Fiji;2010;0;0;0;1,5;5,9;0;0;0
FJI;Fiji;2020;0;0;0;0;5;0;0;0
FIN;Finland;1950;0;0;0;0;0;0;0;0
FIN;Finland;1960;0;0;0;0;0;0;0;0
FIN;Finland;1970;0;0;0;0;0;0;0;0
FIN;Finland;1980;0;0;0;0;0;0;0;0
FIN;Finland;1990;0;0;0;0;0;0;0;0
FIN;Finland;2000;0;0;0;0;0;0;0;0
FIN;Finland;2010;0;0;0;0;0;0;0;0
FIN;Finland;2020;0;0;0;0;0;0;0;0
FRA;France;1950;0;0;0;3,5;0;0;0;0
FRA;France;1960;0;0,1;0;0;2,8;2,1;0;0
FRA;France;1970;0;1,1;0;2,9;0;11,4;0;0
FRA;France;1980;0;0;0;5,7;4;3;2,5;0
FRA;France;1990;0;0;0;6;22,5;3,4;0;4,8
FRA;France;2000;0;0;0;4,4;6,8;0;0,7;2089,3
FRA;France;2010;0;0;0;9,5;8,2;0;0;472,8
FRA;France;2020;0;0;0;1,3333334;8;0;0;641,3333
GUF;French Guiana;1950;0;0;0;0;0;0;0;0
GUF;French Guiana;1960;0;0;0;0;0;0;0;0
GUF;French Guiana;1970;0;0;0;0;0;0;0;0
GUF;French Guiana;1980;0;0;0;0;0;0;0;0
GUF;French Guiana;1990;0;0;0;0;0;0;0;0
GUF;French Guiana;2000;0;0;0;0;0;1;0;0
GUF;French Guiana;2010;0;0;0;0;0;0;0;0
GUF;French Guiana;2020;0;0;0;0;0;0;0;0
PYF;French Polynesia;1950;0;0;0;0;0;0;0;0
PYF;French Polynesia;1960;0;0;0;0;0;0;0;0
PYF;French Polynesia;1970;0;0;0;0;0;0;0;0
PYF;French Polynesia;1980;0;0;0;0;0,7;1;0;0
PYF;French Polynesia;1990;0;0;0;0;0;1,3;0;0
PYF;French Polynesia;2000;0;0;0;0;0;0;0;0
PYF;French Polynesia;2010;0;0;0;0;0,1;0;0;0
PYF;French Polynesia;2020;0;0;0;0;0;0;0;0
GAB;Gabon;1950;0;0;0;0;0;0;0;0
GAB;Gabon;1960;0;0;0;0;0;0;0;0
GAB;Gabon;1970;0;0;0;0;0;0;0;0
GAB;Gabon;1980;0;0;0;0;0;0;0;0
GAB;Gabon;1990;0;0;0;0;0;0;0;0
GAB;Gabon;2000;0;0;0;0;0;0;0;0
GAB;Gabon;2010;0;0;0;0,1;0;0;0;0
GAB;Gabon;2020;0;0;0;0;0;0;0;0
GMB;Gambia;1950;0;0;0;0;0;0;0;0
GMB;Gambia;1960;0;0;0;0;0;0;0;0
GMB;Gambia;1970;0;0;0;0;0;0;0;0
GMB;Gambia;1980;0;0;0;0;0;0;0;0
GMB;Gambia;1990;0;0;0;5,3;0;0;0;0
GMB;Gambia;2000;0;0;0;0,6;0,5;0;0;0
GMB;Gambia;2010;0;0;0;1,7;0,4;0;0;0
GMB;Gambia;2020;0;0;0;2;3,3333333;0;0;0
GEO;Georgia;1950;0;0;0;0;0;0;0;0
GEO;Georgia;1960;0;0;0;0;0;0;0;0
GEO;Georgia;1970;0;0;0;0;0;0;0;0
GEO;Georgia;1980;0;0;0;0;0;0;0;0
GEO;Georgia;1990;0;0,9;0;0,8;0;0;0;0
GEO;Georgia;2000;0;0,6;0;0,1;0;0;0;0
GEO;Georgia;2010;0;0;0;5,2;0;0;0;0
GEO;Georgia;2020;0;0;0;0;0;0;0;0
DEU;Germany;1950;0;0;0;0;0;0;0;0
DEU;Germany;1960;0;0;0;0;0;0;0;0
DEU;Germany;1970;0;0;0;0;0;0;0;0
DEU;Germany;1980;0;0;0;0;0;0;0;0
DEU;Germany;1990;0;0,1;0;1,4;10,7;0,5;0;3
DEU;Germany;2000;0;0;0;2,9;8,5;0;0;938,3
DEU;Germany;2010;0;0;0;1,8;3;0;0;1,1
DEU;Germany;2020;0;0;0;65,666664;2,6666667;0;0;0
GHA;Ghana;1950;0;0;0;0;0;0;0;0
GHA;Ghana;1960;0;0;0;0;0;0;0;0
GHA;Ghana;1970;0;0;0;0;0;0;0;0
GHA;Ghana;1980;0;0;0;0,7;0;0;0,4;0
GHA;Ghana;1990;0;0;0;20,2;0;0;0;0
GHA;Ghana;2000;0;0;0;11,2;0;0;0;0
GHA;Ghana;2010;0;0;0;18,9;2;0;0;0
GHA;Ghana;2020;0;0;0;5,3333335;0;0;0;0
GRC;Greece;1950;0;59,3;0;0;0;0;0;0
GRC;Greece;1960;0;10;0;0;4,3;0;0;0
GRC;Greece;1970;0;5;0;4,2;0;0;0;0
GRC;Greece;1980;0;4,5;0;0;4,8;0;1,5;107,6
GRC;Greece;1990;0;19,7;0;2,6;0,3;0;1,4;0,5
GRC;Greece;2000;0;0,2;0;1,5;0,5;0;7,7;4,3
GRC;Greece;2010;0;0,6;0;3,2;0,7;0;10;0,5
GRC;Greece;2020;0;1;0;2,6666667;0;0;0,6666667;0
GRD;Grenada;1950;0;0;0;0;0;0;0;0
GRD;Grenada;1960;0;0;0;0;0,6;0;0;0
GRD;Grenada;1970;0;0;0;0;0;0;0;0
GRD;Grenada;1980;0;0;0;0;0;0;0;0
GRD;Grenada;1990;0;0;0;0;0;0;0;0
GRD;Grenada;2000;0;0;0;0;3,9;0;0;0
GRD;Grenada;2010;0;0;0;0;0;0;0;0
GRD;Grenada;2020;0;0;0;0;0;0;0;0
GLP;Guadeloupe;1950;0;0;0;0;0;0;0;0
GLP;Guadeloupe;1960;0;0;0;0;3,9;0;0;0
GLP;Guadeloupe;1970;0;0;0;0;0;0;0;0
GLP;Guadeloupe;1980;0;0;0;0;0,5;0;0;0
GLP;Guadeloupe;1990;0;0;0;0;0,4;0;0;0
GLP;Guadeloupe;2000;0;0,1;0;0;0;0;0;0
GLP;Guadeloupe;2010;0;0;0;0;0,4;0;0;0
GLP;Guadeloupe;2020;0;0;0;0;0,33333334;0;0;0
GUM;Guam;1950;0;0;0;0;0;0;0;0
GUM;Guam;1960;0;0;0;0;0,6;0;0;0
GUM;Guam;1970;0;0;0;0;0,9;0;0;0
GUM;Guam;1980;0;0;0;0;0;0;0;0
GUM;Guam;1990;0;0;0;0;0,1;0;0;0
GUM;Guam;2000;0;0;0;0;0,2;0;0;0
GUM;Guam;2010;0;0;0;0;0;0;0;0
GUM;Guam;2020;0;0;0;0;0;0;0;0
GTM;Guatemala;1950;0;0;0;0;0;0;0;0
GTM;Guatemala;1960;0;0;0;0;26,9;0;0;0
GTM;Guatemala;1970;0;2300;0;0,5;0;0;0;0
GTM;Guatemala;1980;0;0,5;0;71,4;0;0;0;0
GTM;Guatemala;1990;0;1,6;0;5,3;38,4;5,1;0;0
GTM;Guatemala;2000;4,1;0,6;0;7,7;154;18,7;0;0,6
GTM;Guatemala;2010;0;4,9;46,1;7;19,6;44;0;0
GTM;Guatemala;2020;0;1;0;15,666667;56;0;0;0
GIN;Guinea;1950;0;0;0;0;0;0;0;0
GIN;Guinea;1960;0;0;0;0;0;0;0;0
GIN;Guinea;1970;0;0;0;0;0;0;0;0
GIN;Guinea;1980;0;44,3;0;0;0;0;0;0
GIN;Guinea;1990;1,2;0;0;0;0;0;0;0
GIN;Guinea;2000;0;0;0;1,1;0,4;0;0;0
GIN;Guinea;2010;0;0;0;1,7;0;0,7;0;0
GIN;Guinea;2020;0;0;0;1,6666666;0;0;0;0
GNB;Guinea-Bissau;1950;0;0;0;0;0;0;0;0
GNB;Guinea-Bissau;1960;0;0;0;0;0;0;0;0
GNB;Guinea-Bissau;1970;0;0;0;0;0;0;0;0
GNB;Guinea-Bissau;1980;0;0;0;0;0,1;0;0;0
GNB;Guinea-Bissau;1990;0;0;0;0;0;0;0,3;0
GNB;Guinea-Bissau;2000;0;0;0;0,3;0;0;0;0
GNB;Guinea-Bissau;2010;0;0;0;0,2;0,3;0;0;0
GNB;Guinea-Bissau;2020;0;0;0;0;0;0;0;0
GUY;Guyana;1950;0;0;0;0;0;0;0;0
GUY;Guyana;1960;0;0;0;0;0;0;0;0
GUY;Guyana;1970;0;0;0;0;0;0;0;0
GUY;Guyana;1980;0;0;0;0;0;0;0;0
GUY;Guyana;1990;0;0;0;0;0;0;0;0
GUY;Guyana;2000;0;0;0;3,4;0;0;0;0
GUY;Guyana;2010;0;0;0;0;0;0;0;0
GUY;Guyana;2020;0;0;0;0;0;0;0;0
HTI;Haiti;1950;0;0,6;0;5;41;26,2;0;0
HTI;Haiti;1960;0;0;0;52,6;558;0;0;0
HTI;Haiti;1970;0;0;0;7,8;0,8;0;0;0
HTI;Haiti;1980;0;0;0;20,8;27,4;0;0;0
HTI;Haiti;1990;0;0;0;4,4;137,8;0;0;0
HTI;Haiti;2000;0;0;0;291;366,3;0;0;0
HTI;Haiti;2010;0;22258,7;0;24,4;67,3;0;0;0
HTI;Haiti;2020;0;859;0;4,6666665;13;0;0;0
HND;Honduras;1950;0;0;0;0;0;0;0;0
HND;Honduras;1960;0;0;0;0;27,5;0;0;0
HND;Honduras;1970;0;0;0;2,1;800;280;0;0
HND;Honduras;1980;0;0;0;1,9;13;0;0;0
HND;Honduras;1990;0;0;0;62,4;1461,9;0;0;0
HND;Honduras;2000;0;0,7;0;10,6;7,5;0;0;0
HND;Honduras;2010;0;0;0;18,9;2,6;0;0;0
HND;Honduras;2020;0;0;0;4;44,666668;0;0;0
HKG;Hong Kong;1950;0;0;0;0;5,1;0;0;0
HKG;Hong Kong;1960;0;0;0;8;32,5;8,6;0;0
HKG;Hong Kong;1970;0;0;0;14,1;18;10;0;0
HKG;Hong Kong;1980;0;0;0;0,5;4,5;2,5;0;1
HKG;Hong Kong;1990;0;0;0;8,6;3,4;0,1;0;0
HKG;Hong Kong;2000;0;0;0;0;0,6;0;0;0
HKG;Hong Kong;2010;0;0;0;0;0,1;0;0;0
HKG;Hong Kong;2020;0;0;0;0;0,6666667;0;0;0
HUN;Hungary;1950;0;0;0;0;0;0;0;0
HUN;Hungary;1960;0;0;0;0;0;0;0;0
HUN;Hungary;1970;0;0;0;30;0;0;0;0
HUN;Hungary;1980;0;0;0;0;0,4;0;0;0
HUN;Hungary;1990;0;0;0;0,8;4;0;0;0
HUN;Hungary;2000;0;0;0;0,1;1,6;0;0;64,6
HUN;Hungary;2010;0;0;0;0,1;0;0;0;19,5
HUN;Hungary;2020;0;0;0;0;0;0;0;0
ISL;Iceland;1950;0;0;0;0;0;0;0;0
ISL;Iceland;1960;0;0;0;0;0;0;0;0
ISL;Iceland;1970;0;0,1;0;0;0;1,2;0;0
ISL;Iceland;1980;0;0;0;0;0;0,4;0;0
ISL;Iceland;1990;0;0;0;0;0;3,4;0;0
ISL;Iceland;2000;0;0;0;0;0;0;0;0
ISL;Iceland;2010;0;0;0;0;0;0;0;0
ISL;Iceland;2020;0;0;0;0;0;0;0;0
IND;India;1950;0;161,3;0;118,8;296;10,9;0;105,1
IND;India;1960;150000;19,2;0;1069,8;265,2;100;0;50
IND;India;1970;0;7,3;0;838,3;2635;33,6;0;81,1
IND;India;1980;30;42,1;0;1235,1;390,9;91,6;0;212,4
IND;India;1990;0;1139,1;0;1323,1;1809,1;122,3;0,6;403,9
IND;India;2000;2;3770,5;0;1366,6;100,8;66,4;0;501,9
IND;India;2010;0;22,1;0;1393,6;273,5;28,7;2,4;443,1
IND;India;2020;0;0,6666667;0;1919,6666;130;75,333336;0;8,333333
IDN;Indonesia;1950;0;2,4;133,7;11,4;30;40,5;0;0
IDN;Indonesia;1960;800;47,4;277,8;34,8;0;0;0;0
IDN;Indonesia;1970;6,3;195,2;29,7;50,1;168,6;2,3;0;0
IDN;Indonesia;1980;59,4;58;22,9;132,6;0,2;44,5;0;0
IDN;Indonesia;1990;67,2;332,1;13,3;79,3;0;22;30;0
IDN;Indonesia;2000;0;17492,1;0,2;279;0,4;102,6;0;0
IDN;Indonesia;2010;1,1;551,2;81,8;122,8;3,2;55,8;1,9;0
IDN;Indonesia;2020;0;45,666668;17,333334;101,333336;75,333336;14,333333;0;0
IRN;Iran;1950;0;708,6;0;413,1;0;0;0;15,8
IRN;Iran;1960;0;2334,8;0;9,2;0;0;0;0
IRN;Iran;1970;0;3197,3;0;0;7,4;4,3;0;0
IRN;Iran;1980;0;338,8;0;153,4;20;0;0;0
IRN;Iran;1990;0;4287,5;0;126,6;3,1;5,3;0;0
IRN;Iran;2000;0;2775,7;0;74,4;4,3;2;0;0
IRN;Iran;2010;0;82,7;0;24,1;0,4;0;0;0
IRN;Iran;2020;0;2,6666667;0;51,666668;4;4;0;0
IRQ;Iraq;1950;0;0;0;0;0;0;0;0
IRQ;Iraq;1960;0;0;0;0;0;0;0;0
IRQ;Iraq;1970;0;0;0;0;0;0;0;0
IRQ;Iraq;1980;0;0;0;0;0;0;0;0
IRQ;Iraq;1990;0;2;0;0;0;0;0;0
IRQ;Iraq;2000;0;0;0;2,6;0;0;0;0
IRQ;Iraq;2010;0;1;0;11;0;0;0;0
IRQ;Iraq;2020;0;0;0;8;0,33333334;0;0;0
IRL;Ireland;1950;0;0;0;0;0;0;0;0
IRL;Ireland;1960;0;0;0;0;0;0;0;0
IRL;Ireland;1970;0;0;0;0;0;0;0;0
IRL;Ireland;1980;0;0;0;0;2,1;0;0;0
IRL;Ireland;1990;0;0;0;0,3;1,4;0;0;0
IRL;Ireland;2000;0;0;0;0;0,1;0;0;0
IRL;Ireland;2010;0;0;0;0,2;0,4;0;0;0
IRL;Ireland;2020;0;0;0;0;0,33333334;0;0;0
IMN;Isle of Man;1950;0;0;0;0;0;0;0;0
IMN;Isle of Man;1960;0;0;0;0;0;0;0;0
IMN;Isle of Man;1970;0;0;0;0;0;0;0;0
IMN;Isle of Man;1980;0;0;0;0;0;0;0;0
IMN;Isle of Man;1990;0;0;0;0;0;0;0;0
IMN;Isle of Man;2000;0;0;0;0;0;0;0;0
IMN;Isle of Man;2010;0;0;0;0;0;0;0;0
IMN;Isle of Man;2020;0;0;0;0;0;0;0;0
ISR;Israel;1950;0;0;0;0;0;0;0;0
ISR;Israel;1960;0;0;0;0;0;0;0;0
ISR;Israel;1970;0;0;0;0;0;2;0;0
ISR;Israel;1980;0;0;0;0;0;0;0;0
ISR;Israel;1990;0;0;0;1,5;0,5;0;0;0
ISR;Israel;2000;0;0;0;0;0,3;0;0;0
ISR;Israel;2010;0;0;0;1,4;0,4;0;4,4;0
ISR;Israel;2020;0;0;0;2,3333333;0;0;0;0
ITA;Italy;1950;0;0;0;26,3;0;29,7;0;0
ITA;Italy;1960;0;24;0;19,7;3,7;192,9;0;0
ITA;Italy;1970;0;98;0,9;6;7,4;1,2;0;0
ITA;Italy;1980;0;470,8;0;33,1;3,3;5,7;0,7;0
ITA;Italy;1990;0;3,5;0;8,7;3,9;16,1;0,1;1
ITA;Italy;2000;0;32,7;0;9,7;0,6;0,4;1,3;2010,4
ITA;Italy;2010;0;35,2;0;6,6;3,8;0,3;0;5,9
ITA;Italy;2020;0;0;0;2;4,3333335;1;0;0
JAM;Jamaica;1950;0;0;0;0;15,4;0;0;0
JAM;Jamaica;1960;0;0;0;0;1,1;0;0;0
JAM;Jamaica;1970;0;0;0;4,4;0,6;0;0;0
JAM;Jamaica;1980;0;0;0;6,3;6,2;0;0;0
JAM;Jamaica;1990;0;0;0;2,4;0,4;0;0;0
JAM;Jamaica;2000;0;0;0;1;4,5;0;0;0
JAM;Jamaica;2010;0;0;0;0;1,6;0;0;0
JAM;Jamaica;2020;0;0;0;0;0;0;0;0
JPN;Japan;1950;0;3,3;2,9;543,3;1184,3;11,3;0;0
JPN;Japan;1960;0;22;0;119,5;150,3;10,8;0;0
JPN;Japan;1970;0;8,3;0,3;49,4;91,6;12,7;0;0
JPN;Japan;1980;0;23,7;0;41,6;65,2;29,2;0;0
JPN;Japan;1990;0;554,5;4,4;10,3;35,1;11,8;0;0
JPN;Japan;2000;0;8,1;0;11,3;44,6;4,4;0;13,5
JPN;Japan;2010;0;1995,2;6,3;37,5;58,9;8,2;0;91,3
JPN;Japan;2020;0;1,3333334;0;31,333334;10,666667;8,666667;0;9
JOR;Jordan;1950;0;0;0;0;0;0;0;0
JOR;Jordan;1960;0;0;0;29,2;0;0;0;0
JOR;Jordan;1970;0;0;0;0;0;0;0;0
JOR;Jordan;1980;0;0;0;0,9;0;0;0;0
JOR;Jordan;1990;0;0;0;1;0,2;0;0;1,5
JOR;Jordan;2000;0;0;0;0;1,4;0;0;0
JOR;Jordan;2010;0;0;0;3,4;0;0;0;0
JOR;Jordan;2020;0;0;0;0;0;0;0;0
KAZ;Kazakhstan;1950;0;0;0;0;0;0;0;0
KAZ;Kazakhstan;1960;0;0;0;0;0;0;0;0
KAZ;Kazakhstan;1970;0;0;0;0;0;0;0;0
KAZ;Kazakhstan;1980;0;0;0;0;0;0;0;0
KAZ;Kazakhstan;1990;0;0;0;1;11,2;0;0;0
KAZ;Kazakhstan;2000;0;0,3;0;0,1;0;4,8;0;0,3
KAZ;Kazakhstan;2010;0;0;0;5,3;0;0;0;0
KAZ;Kazakhstan;2020;0;0;0;0;0;0;0;0
KEN;Kenya;1950;0;0;0;0;0;0;0;0
KEN;Kenya;1960;0;0;0;0;0;0;0;0
KEN;Kenya;1970;0;0;0;10;0;0;0;0
KEN;Kenya;1980;0;0;0;7,5;5;0;0;0
KEN;Kenya;1990;8,5;0;0;17;0;0;0;0
KEN;Kenya;2000;11,1;0,1;0;55,1;0;4,6;0;0
KEN;Kenya;2010;0;0;0;85,8;0;10,7;0;0
KEN;Kenya;2020;0;0;0;98;0;0;0;0
KIR;Kiribati;1950;0;0;0;0;0;0;0;0
KIR;Kiribati;1960;0;0;0;0;0;0;0;0
KIR;Kiribati;1970;0;0;0;0;0,3;0;0;0
KIR;Kiribati;1980;0;0;0;0;0;0;0;0
KIR;Kiribati;1990;0;0;0;0;0;0;0;0
KIR;Kiribati;2000;0;0;0;0;0;0;0;0
KIR;Kiribati;2010;0;0;0;0;0;0;0;0
KIR;Kiribati;2020;0;0;0;0;0;0;0;0
KWT;Kuwait;1950;0;0;0;0;0;0;0;0
KWT;Kuwait;1960;0;0;0;0;0;0;0;0
KWT;Kuwait;1970;0;0;0;0;0;0;0;0
KWT;Kuwait;1980;0;0;0;0;0;0;0;0
KWT;Kuwait;1990;0;0;0;0,2;0;0;0;0
KWT;Kuwait;2000;0;0;0;0;0;0;0;0
KWT;Kuwait;2010;0;0;0;0,1;0;0;0;0
KWT;Kuwait;2020;0;0;0;0;0;0;0;0
KGZ;Kyrgyzstan;1950;0;0;0;0;0;0;0;0
KGZ;Kyrgyzstan;1960;0;0;0;0;0;0;0;0
KGZ;Kyrgyzstan;1970;0;0;0;0;0;0;0;0
KGZ;Kyrgyzstan;1980;0;0;0;0;0;0;0;0
KGZ;Kyrgyzstan;1990;0;5,8;0;0,1;0;16,2;0;0
KGZ;Kyrgyzstan;2000;0;7,4;0;0,3;0,4;8,7;0;1,1
KGZ;Kyrgyzstan;2010;0;0;0;0;0;2,4;0;1,6
KGZ;Kyrgyzstan;2020;0;0;0;0;0;5;0;0
LAO;Laos;1950;0;0;0;0;0;0;0;0
LAO;Laos;1960;0;0;0;30,2;0;0;0;0
LAO;Laos;1970;0;0;0;4,5;0;0;0;0
LAO;Laos;1980;0;0;0;1,4;0;0;0;0
LAO;Laos;1990;0;0;0;4;5,6;0;0;0
LAO;Laos;2000;0;0;0;3,3;1,6;0;0;0
LAO;Laos;2010;0;0;0;23,5;0;0;0;0
LAO;Laos;2020;0;0;0;0,33333334;0,6666667;0;0;0
LVA;Latvia;1950;0;0;0;0;0;0;0;0
LVA;Latvia;1960;0;0;0;0;0;0;0;0
LVA;Latvia;1970;0;0;0;0;0;0;0;0
LVA;Latvia;1980;0;0;0;0;0;0;0;0
LVA;Latvia;1990;0;0;0;0;0,6;0;0;0
LVA;Latvia;2000;0;0;0;0;0;0;0;7,6
LVA;Latvia;2010;0;0;0;0;0;0;0;1
LVA;Latvia;2020;0;0;0;0;0;0;0;0
LBN;Lebanon;1950;0;13,6;0;44;0;0;0;0
LBN;Lebanon;1960;0;0;0;0;0;0;0;0
LBN;Lebanon;1970;0;0;0;0;0;0;0;0
LBN;Lebanon;1980;0;0;0;0;0;0;0;0
LBN;Lebanon;1990;0;0;0;0;2,5;0;0;0
LBN;Lebanon;2000;0;0;0;0;0;0;0,1;0
LBN;Lebanon;2010;0;0;0;0;2,3;0;0;0
LBN;Lebanon;2020;0;0;0;0;0;0;0;0
LSO;Lesotho;1950;0;0;0;0;0;0;0;0
LSO;Lesotho;1960;0;0;0;0;0;0;0;0
LSO;Lesotho;1970;0;0;0;0;0;0;0;0
LSO;Lesotho;1980;0;0;0;1,8;0;0;0;0
LSO;Lesotho;1990;0;0;0;2,2;0;0;0;0
LSO;Lesotho;2000;0;0;0;0;0,1;0;0;0
LSO;Lesotho;2010;0;0;0;2,6;0;0;0;0
LSO;Lesotho;2020;0;0;0;0;0;0;0;0
LBR;Liberia;1950;0;0;0;0;0;0;0;0
LBR;Liberia;1960;0;0;0;0;0;0;0;0
LBR;Liberia;1970;0;0;0;0;0;0;0;0
LBR;Liberia;1980;0;0;0;0;0;0;0;0
LBR;Liberia;1990;0;0;0;1;0;0;0;0
LBR;Liberia;2000;0;0;0;0,3;0;0;0;0
LBR;Liberia;2010;0;0;0;0,1;0;0;0;0
LBR;Liberia;2020;0;0;0;0;0;0;0;0
LBY;Libya;1950;0;0;0;0;0;0;0;0
LBY;Libya;1960;0;30;0;0;0;0;0;0
LBY;Libya;1970;0;0;0;0;0;0;0;0
LBY;Libya;1980;0;0;0;0;0;0;0;0
LBY;Libya;1990;0;0;0;0;0;0;0;0
LBY;Libya;2000;0;0;0;0;0;0;0;0
LBY;Libya;2010;0;0;0;2;0;0;0;0
LBY;Libya;2020;0;0;0;0;0;0;0;0
LTU;Lithuania;1950;0;0;0;0;0;0;0;0
LTU;Lithuania;1960;0;0;0;0;0;0;0;0
LTU;Lithuania;1970;0;0;0;0;0;0;0;0
LTU;Lithuania;1980;0;0;0;0;0;0;0;0
LTU;Lithuania;1990;0;0;0;0;0,8;0;0;3,2
LTU;Lithuania;2000;0;0;0;0;0;0;0;2
LTU;Lithuania;2010;0;0;0;0,4;0;0;0;4
LTU;Lithuania;2020;0;0;0;0;0;0;0;0
LUX;Luxembourg;1950;0;0;0;0;0;0;0;0
LUX;Luxembourg;1960;0;0;0;0;0;0;0;0
LUX;Luxembourg;1970;0;0;0;0;0;0;0;0
LUX;Luxembourg;1980;0;0;0;0;0;0;0;0
LUX;Luxembourg;1990;0;0;0;0;0;0;0;0
LUX;Luxembourg;2000;0;0;0;0;0;0;0;17
LUX;Luxembourg;2010;0;0;0;0;0;0;0;0
LUX;Luxembourg;2020;0;0;0;0;0;0;0;0
MAC;Macao;1950;0;0;0;0;0;0;0;0
MAC;Macao;1960;0;0;0;0;0;0;0;0
MAC;Macao;1970;0;0;0;0;0;0;0;0
MAC;Macao;1980;0;0;0;0;0;0;0;0
MAC;Macao;1990;0;0;0;0;0;0;0;0
MAC;Macao;2000;0;0;0;0;0;0;0;0
MAC;Macao;2010;0;0;0;0;1;0;0;0
MAC;Macao;2020;0;0;0;0;0;0;0;0
MDG;Madagascar;1950;0;0;0;0;0;0;0;0
MDG;Madagascar;1960;0;0;0;0;11;0;0;0
MDG;Madagascar;1970;0;0;0;0;26,4;0;0;0
MDG;Madagascar;1980;20;0;0;0;45,4;0;0;0
MDG;Madagascar;1990;0;0;0;0;43,1;0;0;0
MDG;Madagascar;2000;0;0;0;5,2;95,8;0;0;0
MDG;Madagascar;2010;0;0;0;3,5;61,3;0;0;0
MDG;Madagascar;2020;0;0;0;25;75;0;0;0
MWI;Malawi;1950;0;0;0;0;0;0;0;0
MWI;Malawi;1960;0;0;0;0;0;0;0;0
MWI;Malawi;1970;0;0;0;0;0;0;0;0
MWI;Malawi;1980;0;0,9;0;1,3;0;0;0;0
MWI;Malawi;1990;0;0;0;47,7;0;0;0;0
MWI;Malawi;2000;50;0,4;0;9,1;1,1;0;0;0
MWI;Malawi;2010;0;0;0;36,6;0,5;0,8;0;0
